pred_dir,name,key,category,model_id,cd_score,p2s_score,final_score,cd_pred,cd_noisy,p2s_pred,p2s_noisy
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/6ae14173f5bface824a85bcf396c330,shapenet,03642806,57.277607407909926,67.29726712668058,62.28743726729525,0.00014959984948731224,0.000350167301994716,9.276351192966104e-05,0.0002836567582562566
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/6b61ef17b4f45050b598e8984f11eb0c,shapenet,03642806,47.65490101379144,65.81929399112167,56.73709750245655,0.00012806622048509457,0.00024465751897581925,5.198414146434516e-05,0.00015208621334750205
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/71907a4a567dce3bb0de1e7a6809fd90,shapenet,03642806,44.054725933014616,63.865246091517804,53.959986012266214,0.00013595635021085138,0.0002430166845693985,4.924809036310762e-05,0.0001362900948151946
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/760b1f82f7133ca1de7d2830be38218d,shapenet,03642806,42.291885411911025,58.070881924301865,50.18138366810645,0.000212071521898522,0.0003674899507846576,0.00010730342182796448,0.00025591623852960765
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/8489cb783d249651b674654e7bbe623d,shapenet,03642806,37.87885331124367,62.28008702299954,50.0794701671216,0.00011153895898873296,0.0001795507084690068,3.295917485957034e-05,8.737871394259855e-05
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/8ac9eb2b975c0d12b5328fde615e4a0c,shapenet,03642806,55.88048247513161,75.12631445410516,65.50339846461839,0.0001305754683607174,0.00029595851379634263,4.976019044988789e-05,0.0002000515378313139
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/90c01fd78513bb99c9b20aa1b8066c46,shapenet,03642806,55.3108183926613,82.32481709238874,68.81781774252502,0.00010200830852731161,0.00022826175118534762,2.4776134523563087e-05,0.00014017469948157668
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/928c86eabc0be624c2bf2dcc31ba1713,shapenet,03642806,33.37397915199373,51.30949547482111,42.34173731340742,0.00016105128582478902,0.00024172430497116856,5.9835998399648815e-05,0.0001228904875461012
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/93958423b98be8b538ff1b6d120c56aa,shapenet,03642806,38.93949552665632,53.29037545402271,46.11493549033952,0.00017194325911421368,0.00028159488788579616,8.317103493027389e-05,0.00017805973766371608
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/950d3ea26d07b7dafdc319d8ace3a11,shapenet,03642806,55.287825190956674,75.1684930052655,65.22815909811109,0.000139606143056794,0.0003122329514344217,4.979918958269991e-05,0.00020054839842487127
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/9d48ab8c41174e60888cad7f6c0e6001,shapenet,03642806,56.228003373571546,75.99148261693767,66.1097429952546,0.00011920157350259243,0.00027232382045515703,4.1432333091506734e-05,0.0001725734764477238
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/9ddc0f876f54a784f3655a2ce983ab1f,shapenet,03642806,41.92840385791284,65.43625673915776,53.6823302985353,0.00011891107716900114,0.00020476633168142045,4.01636898459401e-05,0.00011620179429883137
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/9e901676eeb65f352b1c9d869bc37167,shapenet,03642806,50.94116048755923,68.7297107273299,59.835435607444566,0.00016514874707101144,0.00033663402704242845,7.371018000412732e-05,0.0002357195335207507
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/a874a1d28852062ec2743f037f439af3,shapenet,03642806,37.60918205754133,59.44969565315461,48.529438855347976,0.00015104317322924368,0.00024209199079349567,5.127497570356354e-05,0.00012644781963899732
