name,pred_dir,final_score,cd_score,p2s_score,mean_cd_pred,mean_cd_noisy,mean_p2s_pred,mean_p2s_noisy,mean_disp
refiner_e0_residual,results_official_low_low_noise_refiner_e0_s1500,63.85,53.29,74.42,0.00011811,0.00026112,4.233e-05,0.00017076,0.004072150215506554
ft19_a1000,results_official_low_ft19_alpha_a1000,64.76,53.97,75.55,0.00011644,0.00026112,4.022e-05,0.00017076,0.004279343876987696
